#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
DOID:399	Tuberculosis	2	16	1.93	0.88	0.0060	9606.ENSP00000385675,9606.ENSP00000398698	IL6,TNF
DOID:768	Retinoblastoma	2	16	1.93	0.88	0.0060	9606.ENSP00000227507,9606.ENSP00000269305	CCND1,TP53
DOID:0050739	Autosomal genetic disease	12	2802	0.46	0.38	0.0063	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000369497,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000495360	EP300,IL1B,STAT3,TP53,ATM,PTEN,BRCA2,ESR1,BRCA1,PIK3R1,PTPN11,CTNNB1
DOID:0050745	Diffuse large B-cell lymphoma	2	17	1.9	0.87	0.0065	9606.ENSP00000381185,9606.ENSP00000478887	BCL2,MYC
DOID:0060039	Autoimmune disease of skin and connective tissue	3	97	1.32	0.74	0.0077	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000398698	IL1B,STAT3,TNF
DOID:7147	Ankylosing spondylitis	2	20	1.83	0.81	0.0086	9606.ENSP00000264657,9606.ENSP00000398698	STAT3,TNF
DOID:0050338	Primary bacterial infectious disease	3	105	1.29	0.71	0.0094	9606.ENSP00000265171,9606.ENSP00000385675,9606.ENSP00000398698	EGF,IL6,TNF
DOID:114	Heart disease	4	270	1.0	0.59	0.0117	9606.ENSP00000263341,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000489597	IL1B,IL6,TNF,PTPN11
DOID:13636	Fanconi anemia	2	25	1.74	0.74	0.0127	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DOID:4079	Heart valve disease	2	26	1.72	0.73	0.0136	9606.ENSP00000385675,9606.ENSP00000489597	IL6,PTPN11
DOID:13250	Diarrhea	2	29	1.67	0.69	0.0166	9606.ENSP00000385675,9606.ENSP00000398698	IL6,TNF
DOID:8893	Psoriasis	2	29	1.67	0.69	0.0166	9606.ENSP00000264657,9606.ENSP00000398698	STAT3,TNF
DOID:2916	Hypersensitivity reaction type IV disease	2	31	1.64	0.67	0.0184	9606.ENSP00000264657,9606.ENSP00000398698	STAT3,TNF
DOID:0060090	Central nervous system benign neoplasm	2	34	1.6	0.64	0.0218	9606.ENSP00000361021,9606.ENSP00000495360	PTEN,CTNNB1
DOID:3393	Coronary artery disease	2	36	1.58	0.62	0.0241	9606.ENSP00000385675,9606.ENSP00000398698	IL6,TNF
DOID:2841	Asthma	2	40	1.53	0.59	0.0289	9606.ENSP00000385675,9606.ENSP00000398698	IL6,TNF
DOID:10763	Hypertension	2	41	1.52	0.58	0.0301	9606.ENSP00000385675,9606.ENSP00000398698	IL6,TNF
DOID:8692	Myeloid leukemia	2	41	1.52	0.58	0.0301	9606.ENSP00000263341,9606.ENSP00000300305	IL1B,RUNX1
DOID:986	Alopecia areata	2	47	1.46	0.54	0.0386	9606.ENSP00000263341,9606.ENSP00000398698	IL1B,TNF
DOID:1037	Lymphoid leukemia	2	53	1.41	0.5	0.0481	9606.ENSP00000300305,9606.ENSP00000381185	RUNX1,BCL2
